out_name,frequency,units,long_name,standard_name,comment,cell_methods,cell_measures,dimensions,type,positive,valid_min,valid_max,ok_min_mean_abs,ok_max_mean_abs,realm
wfonocorr,mon,kg m-2 s-1,Water Flux into Sea Water Without Flux Correction,water_flux_into_sea_water_without_flux_correction,,area: mean where sea time: mean,area: areacello,longitude latitude time,real,,,,,,ocean
wfonocorr,day,kg m-2 s-1,Water Flux into Sea Water Without Flux Correction,water_flux_into_sea_water_without_flux_correction,,area: mean where sea time: mean,area: areacello,,,,,,,,ocean
so,day,0.001,Sea Water Salinity,sea_water_salinity,,area: mean where sea time: mean,area: areacello volume: volcello,,,,,,,,ocean
uo,day,m s-1,Sea Water X Velocity,sea_water_x_velocity,,area: mean where sea time: mean,--OPT,,,,,,,,ocean
vo,day,m s-1,Sea Water Y Velocity,sea_water_y_velocity,,area: mean where sea time: mean,--OPT,,,,,,,,ocean
wo,day,m s-1,Sea Water Upward Velocity,upward_sea_water_velocity,,area: mean where sea time: mean,--OPT,,,up,,,,,ocean
rhop,day,kg m-3,Sea Water Potential Density,sea_water_potential_density,,area: mean where sea time: mean,,,,,,,,,ocean
difvho,day,m2 s-1,Vertical Eddy Diffusivity,ocean_vertical_heat_diffusivity,,area: mean where sea time: mean,area: areacello volume: volcello,,,,,,,,ocean
tos,1hr,degC,Sea Surface Temperature,sea_surface_temperature,,area: mean where sea time: point,area: areacello,,,,,,,,ocean
tob,mon,degC,Sea Water Potential Temperature at Sea Floor,sea_water_potential_temperature_at_sea_floor,,area: mean where sea time: mean,area: areacello,longitude latitude time,real,,,,,,ocean
